Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Information Systems,Karlstad University,Karlstad,Sweden,"1,794,743 BDT / year",2 years,4,7,8%,https://www.mastersportal.com/studies/31978/information-systems.html?ref=search_card
Information and Communication Technology (Conversion),Anglia Ruskin University,England,United Kingdom,"2,979,027 BDT / year",1 year,4,125,5%,https://www.mastersportal.com/studies/29840/information-and-communication-technology.html?ref=search_card
Business Administration and Information Systems,Copenhagen Business School (CBS),Copenhagen,Denmark,"2,256,152 BDT / year",2 years,4.1,41,5%,https://www.mastersportal.com/studies/44512/business-administration-and-information-systems.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Advanced Computer Science,University of Strathclyde,Scotland,United Kingdom,"5,109,191 BDT / year",1 year,4.2,66,2%,https://www.mastersportal.com/studies/46666/advanced-computer-science.html?ref=search_card
Design Informatics,The University of Edinburgh,Scotland,United Kingdom,"7,272,989 BDT / year",1 year,4.1,150,0.5%,https://www.mastersportal.com/studies/46528/design-informatics.html?ref=search_card
Computer Science,Vrije Universiteit Amsterdam,Amsterdam,Netherlands,"3,405,380 BDT / year",2 years,4.2,149,1%,https://www.mastersportal.com/studies/10162/computer-science.html?ref=search_card
Information Systems,University of West London,England,United Kingdom,"2,762,807 BDT / year",1 year,4.4,88,,https://www.mastersportal.com/studies/11504/information-systems.html?ref=search_card
Information Systems,University of Münster,Münster,Germany,Free,2 years,4.6,101,1%,https://www.mastersportal.com/studies/11563/information-systems.html?ref=search_card
Computer and Systems Sciences,Stockholm University,Stockholm,Sweden,"1,730,645 BDT / year",2 years,3.9,98,1%,https://www.mastersportal.com/studies/9094/computer-and-systems-sciences.html?ref=search_card
Statistical Science,University of Oxford,England,United Kingdom,"6,606,712 BDT / year",1 year,4.2,128,0.1%,https://www.mastersportal.com/studies/603/statistical-science.html?ref=search_card
Information Systems,University of San Francisco,California,United States,"6,245,113 BDT / year","1 year, 4 months",3.9,30,9%,https://www.mastersportal.com/studies/137040/information-systems.html?ref=search_card
Computer Science,Purdue University Fort Wayne,Indiana,United States,"1,860,186 BDT / year",1 year,3.5,2,,https://www.mastersportal.com/studies/126743/computer-science.html?ref=search_card
Computer Science,University of Louisiana at Lafayette,Louisiana,United States,"3,131,863 BDT / year",1 year,4.3,7,9%,https://www.mastersportal.com/studies/138983/computer-science.html?ref=search_card
Software Engineering,New Jersey Institute of Technology,New Jersey,United States,"4,057,854 BDT / year",1 year,4.5,54,4%,https://www.mastersportal.com/studies/105260/software-engineering.html?ref=search_card
Computer Engineering,University of Southern California,California,United States,"9,137,457 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/100950/computer-engineering.html?ref=search_card
Computer Science,University of Bedfordshire,England,United Kingdom,"2,706,750 BDT / year",1 year,4.2,92,,https://www.mastersportal.com/studies/103089/computer-science.html?ref=search_card
Computer Science,Dartmouth College,New Hampshire,United States,"11,358,758 BDT / year",1 year,4.5,6,2%,https://www.mastersportal.com/studies/95485/computer-science.html?ref=search_card
Electrical Engineering - Computer Networks,University of Southern California,California,United States,"8,811,119 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/100957/electrical-engineering-computer-networks.html?ref=search_card
Computational Science and Engineering,Georgia Institute of Technology,Georgia,United States,"3,932,707 BDT / year",1 year,4.3,44,0.5%,https://www.mastersportal.com/studies/101138/computational-science-and-engineering.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science - Artificial Intelligence,Charles University,Prague,Czech Republic,"1,001,167 BDT / year",2 years,4.2,124,2%,https://www.mastersportal.com/studies/71464/computer-science-artificial-intelligence.html?ref=search_card
Robotics and Artificial Intelligence,ITMO University,N/A,Multiple locations,"665,216 BDT / year",2 years,4,34,4%,https://www.mastersportal.com/studies/83863/robotics-and-artificial-intelligence.html?ref=search_card
Computer Science and Software Engineering,University of Washington Bothell,Washington,United States,"2,877,160 BDT / year",2 years,5,1,,https://www.mastersportal.com/studies/79196/computer-science-and-software-engineering.html?ref=search_card
Computer and Information Science,American University of Armenia,Yerevan,Armenia,"1,123,089 BDT / year",2 years,4.1,71,,https://www.mastersportal.com/studies/71104/computer-and-information-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Information Technology,Northwestern University,Illinois,United States,"5,626,234 BDT / year","1 year, 1 month",4.2,55,0.5%,https://www.mastersportal.com/studies/68556/information-technology.html?ref=search_card
Computer Science,University of Alaska Fairbanks,Alaska,United States,"2,711,114 BDT / year",1 year,5,1,4%,https://www.mastersportal.com/studies/68142/computer-science.html?ref=search_card
Computer Engineering,University of North Texas,Texas,United States,"1,969,047 BDT / year",2 years,4.3,27,4%,https://www.mastersportal.com/studies/66034/computer-engineering.html?ref=search_card
Computer Engineering,Syracuse University,New York,United States,"4,441,377 BDT / year",1 year,3.9,15,3%,https://www.mastersportal.com/studies/66116/computer-engineering.html?ref=search_card
Information Science and Technology,Temple University,Pennsylvania,United States,"6,483,897 BDT / year",1 year,4.2,75,2%,https://www.mastersportal.com/studies/88406/information-science-and-technology.html?ref=search_card
Environmental Informatics,University of Michigan,Michigan,United States,"7,074,856 BDT / year",2 years,4.2,85,0.5%,https://www.mastersportal.com/studies/77865/environmental-informatics.html?ref=search_card
Computer Science and Technology,University of Electronic Science and Technology of China,Chengdu,China,"430,740 BDT / year",2 years,3.6,11,2%,https://www.mastersportal.com/studies/74721/computer-science-and-technology.html?ref=search_card
Software Engineering,Cleveland State University (CSU),Ohio,United States,"2,563,925 BDT / year",1 year,4.7,94,7%,https://www.mastersportal.com/studies/77729/software-engineering.html?ref=search_card
Clinical Research Design and Statistical Analysis,University of Michigan,Michigan,United States,"7,424,827 BDT / year",2 years,4.2,85,0.5%,https://www.mastersportal.com/studies/77534/clinical-research-design-and-statistical-analysis.html?ref=search_card
Autonomous Systems,Bonn-Rhein-Sieg University of Applied Sciences,Bonn,Germany,Free,2 years,4.2,43,,https://www.mastersportal.com/studies/25020/autonomous-systems.html?ref=search_card
Health Informatics,The University of Alabama at Birmingham,Alabama,United States,"6,006,329 BDT / year",2 years,3.5,13,3%,https://www.mastersportal.com/studies/131079/health-informatics.html?ref=search_card
Geological Sciences,Arizona State University,Arizona,United States,"3,716,209 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/131709/geological-sciences.html?ref=search_card
Computer Engineering,University of Denver,Colorado,United States,"6,256,134 BDT / year",1 year,4.7,7,5%,https://www.mastersportal.com/studies/129433/computer-engineering.html?ref=search_card
Electrical & Computer Engineering,Old Dominion University,Virginia,United States,"4,904,250 BDT / year",1 year,4.3,13,5%,https://www.mastersportal.com/studies/131289/electrical-computer-engineering.html?ref=search_card
"Business, Concentration in Branding - Experience Design",Virginia Commonwealth University,Virginia,United States,"3,868,296 BDT / year",1 year,4.1,17,3%,https://www.mastersportal.com/studies/115234/business-concentration-in-branding-experience-design.html?ref=search_card
Computer Science,Georgetown University,D.C.,United States,"6,418,139 BDT / year",2 years,4.5,51,2%,https://www.mastersportal.com/studies/113695/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
MSc Control and Robotics - Advanced Robotics,Centrale Nantes,Nantes,France,"1,692,114 BDT / year",2 years,4,9,8%,https://www.mastersportal.com/studies/120975/msc-control-and-robotics-advanced-robotics.html?ref=search_card
Electrical and Computer Engineering,University of Wyoming,Wyoming,United States,"2,463,758 BDT / year",1 year,5,3,4%,https://www.mastersportal.com/studies/117492/electrical-and-computer-engineering.html?ref=search_card
Health Care Informatics,University of Wisconsin Milwaukee,Wisconsin,United States,"3,203,253 BDT / year",1 year,3.9,15,5%,https://www.mastersportal.com/studies/119469/health-care-informatics.html?ref=search_card
Computer Science,The University of Iowa,Iowa,United States,"4,013,526 BDT / year",1 year,4.3,4,2%,https://www.mastersportal.com/studies/111780/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Computer Science,University of Rhode Island,Rhode Island,United States,"3,806,335 BDT / year",2 years,4.6,7,4%,https://www.mastersportal.com/studies/113111/computer-science.html?ref=search_card
Software Engineering,California State University Northridge,California,United States,"1,158,897 BDT / year",1 year,4.1,13,9%,https://www.mastersportal.com/studies/119919/software-engineering.html?ref=search_card
Computer Science,California State University Northridge,California,United States,"1,158,897 BDT / year",1 year,4.1,13,9%,https://www.mastersportal.com/studies/119241/computer-science.html?ref=search_card
Computer Engineering,California State University Northridge,California,United States,"1,158,897 BDT / year",1 year,4.1,13,9%,https://www.mastersportal.com/studies/119230/computer-engineering.html?ref=search_card
Information Systems,Baylor University,Texas,United States,"9,738,702 BDT / year",1 year,4.2,47,3%,https://www.mastersportal.com/studies/106816/information-systems.html?ref=search_card
Artificial Intelligence,University of Georgia,Georgia,United States,"3,538,652 BDT / year",1 year,4.1,56,2%,https://www.mastersportal.com/studies/110749/artificial-intelligence.html?ref=search_card
Computer Science,San Francisco State University,California,United States,"1,208,613 BDT / year",1 year,4.2,11,7%,https://www.mastersportal.com/studies/107239/computer-science.html?ref=search_card
Economics - Applied Economics and Predictive Analytics,Southern Methodist University,Texas,United States,"4,591,995 BDT / year",1 year,4.5,6,5%,https://www.mastersportal.com/studies/120134/economics-applied-economics-and-predictive-analytics.html?ref=search_card
Software Engineering,Texas Tech University,Texas,United States,"2,144,400 BDT / year",1 year,4,10,3%,https://www.mastersportal.com/studies/127826/software-engineering.html?ref=search_card
Computer Science,North Dakota State University,North Dakota,United States,"2,872,752 BDT / year",1 year,3.5,2,7%,https://www.mastersportal.com/studies/116448/computer-science.html?ref=search_card
Computer Simulations for Science and Engineering,KTH Royal Institute of Technology,Stockholm,Sweden,"2,538,171 BDT / year",2 years,4.3,44,1%,https://www.mastersportal.com/studies/14897/computer-simulations-for-science-and-engineering.html?ref=search_card
Computer and Information Technology,Purdue University,Indiana,United States,"3,701,515 BDT / year",2 years,4.5,33,0.5%,https://www.mastersportal.com/studies/63737/computer-and-information-technology.html?ref=search_card
Computer Science,"University of California, Berkeley",California,United States,"3,001,083 BDT / year",2 years,4.3,95,0.1%,https://www.mastersportal.com/studies/64133/computer-science.html?ref=search_card
Computer Engineering,Utah State University,Ohio,United States,"3,988,300 BDT / year",1 year,4.4,59,4%,https://www.mastersportal.com/studies/65728/computer-engineering.html?ref=search_card
Networked Systems,"University of California, Irvine (UCI)",California,United States,"3,412,036 BDT / year",1 year,4.4,7,1%,https://www.mastersportal.com/studies/65573/networked-systems.html?ref=search_card
Computer Science,University at Albany,New York,United States,"3,771,803 BDT / year",1 year,3.6,11,3%,https://www.mastersportal.com/studies/66291/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science,University of Houston,Texas,United States,"3,508,284 BDT / year",1 year,4.3,27,2%,https://www.mastersportal.com/studies/66672/computer-science.html?ref=search_card
Computer Science,"University of California, Santa Barbara",California,United States,"1,716,304 BDT / year",2 years,4.2,32,0.5%,https://www.mastersportal.com/studies/68131/computer-science.html?ref=search_card
Computer Science,"University of California, Davis",California,United States,"3,703,352 BDT / year",1 year,4.4,12,0.5%,https://www.mastersportal.com/studies/65672/computer-science.html?ref=search_card
Information Systems,University of Washington,Washington,United States,"3,981,076 BDT / year",1 year,4.2,59,0.5%,https://www.mastersportal.com/studies/62191/information-systems.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
System Design and Management,Massachusetts Institute of Technology (MIT),Massachusetts,United States,"7,874,965 BDT / year",1 year,4.4,61,0.1%,https://www.mastersportal.com/studies/62612/system-design-and-management.html?ref=search_card
Geographic Information Science,San Francisco State University,California,United States,"1,208,613 BDT / year",1 year,4.2,11,7%,https://www.mastersportal.com/studies/64546/geographic-information-science.html?ref=search_card
Computer Science,University of Chicago,Illinois,United States,"7,860,760 BDT / year",1 year,4.2,59,0.1%,https://www.mastersportal.com/studies/63762/computer-science.html?ref=search_card
Computer Science,Washington University in St. Louis,Missouri,United States,"8,185,996 BDT / year",1 year,4.3,8,0.5%,https://www.mastersportal.com/studies/65039/computer-science.html?ref=search_card
Management - Finance,Case Western Reserve University,Ohio,United States,"6,802,030 BDT / year",1 year,4.5,14,1%,https://www.mastersportal.com/studies/63370/management-finance.html?ref=search_card
Computer Science,Northern Illinois University,Illinois,United States,"1,782,184 BDT / year",2 years,4,8,6%,https://www.mastersportal.com/studies/63379/computer-science.html?ref=search_card
Computer Science,The City University of New York,New York,United States,"3,140,924 BDT / year",1 year,4.2,39,8%,https://www.mastersportal.com/studies/63076/computer-science.html?ref=search_card
Human Computer Interaction,Iowa State University,Iowa,United States,"3,979,361 BDT / year",2 years,4.6,10,2%,https://www.mastersportal.com/studies/62309/human-computer-interaction.html?ref=search_card
Computer Engineering,Washington University in St. Louis,Missouri,United States,"8,185,996 BDT / year",1 year,4.3,8,0.5%,https://www.mastersportal.com/studies/65040/computer-engineering.html?ref=search_card
Computer Science,Washington State University,Washington,United States,"1,851,615 BDT / year",1 year,4.4,34,2%,https://www.mastersportal.com/studies/64200/computer-science.html?ref=search_card
Information Technology,Worcester Polytechnic Institute,Massachusetts,United States,"3,725,026 BDT / year",1 year,4.8,5,5%,https://www.mastersportal.com/studies/65126/information-technology.html?ref=search_card
Information Systems,Stevens Institute of Technology,New Jersey,United States,"5,631,132 BDT / year",1 year,4.2,13,4%,https://www.mastersportal.com/studies/64744/information-systems.html?ref=search_card
Science in Information,University of Michigan,Michigan,United States,"7,424,827 BDT / year",2 years,4.2,85,0.5%,https://www.mastersportal.com/studies/64103/science-in-information.html?ref=search_card
Accounting and Analytics,Michigan Technological University,Michigan,United States,"3,238,642 BDT / year",1 year,4,26,5%,https://www.mastersportal.com/studies/62956/accounting-and-analytics.html?ref=search_card
Computer Science,Georgia State University,Georgia,United States,"3,700,046 BDT / year",1½ year,4.3,61,3%,https://www.mastersportal.com/studies/63353/computer-science.html?ref=search_card
Master's in Business Analytics and AI,Hult International Business School,Massachusetts,United States,"7,408,418 BDT / year",1 year,4.2,72,,https://www.mastersportal.com/studies/159103/masters-in-business-analytics-and-ai.html?ref=search_card
,,N/A,N/A,,,,,,
Smart Data Science,ENSAI - National School for Statistics and Information Analysis,Bruz,France,"846,057 BDT / year",1 year,3.6,8,,https://www.mastersportal.com/studies/157245/smart-data-science.html?ref=search_card
Data Science,"Birkbeck, University of London",England,United Kingdom,"3,257,710 BDT / year",1 year,4,32,3%,https://www.mastersportal.com/studies/152129/data-science.html?ref=search_card
Computational and Cognitive Neuroscience,Eötvös Loránd University,Budapest,Hungary,"592,240 BDT / year",2 years,4.3,276,3%,https://www.mastersportal.com/studies/156895/computational-and-cognitive-neuroscience.html?ref=search_card
Geological Sciences,San Diego State University,California,United States,"1,255,390 BDT / year",1 year,4.4,40,4%,https://www.mastersportal.com/studies/127347/geological-sciences.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Data Science in Business and Entrepreneurship,Eindhoven University of Technology (TU/e),Eindhoven,Netherlands,"3,059,906 BDT / year",2 years,4.2,68,2%,https://www.mastersportal.com/studies/150055/data-science-in-business-and-entrepreneurship.html?ref=search_card
Computer Engineering - Electrical Engineering,Arizona State University,Arizona,United States,"3,716,209 BDT / year",1 year,4.3,242,1%,https://www.mastersportal.com/studies/130594/computer-engineering-electrical-engineering.html?ref=search_card
Information Systems and Technology,Claremont Graduate University (CGU),California,United States,"9,125,212 BDT / year",1 year,4.2,6,9%,https://www.mastersportal.com/studies/145082/information-systems-and-technology.html?ref=search_card
Computer Science,The University of Tennessee at Chattanooga,Tennessee,United States,"3,427,710 BDT / year",1 year,4.3,3,,https://www.mastersportal.com/studies/146742/computer-science.html?ref=search_card
Computer Science,University of New Orleans,Louisiana,United States,"1,674,915 BDT / year",1 year,4.3,9,,https://www.mastersportal.com/studies/161367/computer-science.html?ref=search_card
Cyber Security,Edge Hill University,England,United Kingdom,"2,722,766 BDT / year",1 year,4.4,28,10%,https://www.mastersportal.com/studies/158869/cyber-security.html?ref=search_card
Mathematics and Computing for Finance,Swansea University,Wales,United Kingdom,"4,164,231 BDT / year",1 year,4.2,113,2%,https://www.mastersportal.com/studies/150281/mathematics-and-computing-for-finance.html?ref=search_card
Computer Science,Roskilde University,Roskilde,Denmark,"1,974,133 BDT / year",2 years,4,60,6%,https://www.mastersportal.com/studies/156515/computer-science.html?ref=search_card
Computer Science,California State University Chico,California,United States,"2,135,094 BDT / year",1 year,3.5,8,,https://www.mastersportal.com/studies/142156/computer-science.html?ref=search_card
Independent Games and Playable Experience Design,"Goldsmiths, University of London",England,United Kingdom,"3,203,254 BDT / year",1 year,4,54,5%,https://www.mastersportal.com/studies/154569/independent-games-and-playable-experience-design.html?ref=search_card
Computer Science,The University of Tennessee at Chattanooga,Tennessee,United States,"3,427,710 BDT / year",1 year,4.3,3,,https://www.mastersportal.com/studies/146742/computer-science.html?ref=search_card
Computer Science,University of New Orleans,Louisiana,United States,"1,674,915 BDT / year",1 year,4.3,9,,https://www.mastersportal.com/studies/161367/computer-science.html?ref=search_card
Cyber Security,Edge Hill University,England,United Kingdom,"2,722,766 BDT / year",1 year,4.4,28,10%,https://www.mastersportal.com/studies/158869/cyber-security.html?ref=search_card
Mathematics and Computing for Finance,Swansea University,Wales,United Kingdom,"4,164,231 BDT / year",1 year,4.2,113,2%,https://www.mastersportal.com/studies/150281/mathematics-and-computing-for-finance.html?ref=search_card
Computer Science,Roskilde University,Roskilde,Denmark,"1,974,133 BDT / year",2 years,4,60,6%,https://www.mastersportal.com/studies/156515/computer-science.html?ref=search_card
Computer Science,California State University Chico,California,United States,"2,135,094 BDT / year",1 year,3.5,8,,https://www.mastersportal.com/studies/142156/computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
Independent Games and Playable Experience Design,"Goldsmiths, University of London",England,United Kingdom,"3,203,254 BDT / year",1 year,4,54,5%,https://www.mastersportal.com/studies/154569/independent-games-and-playable-experience-design.html?ref=search_card
ICT and Internet Engineering,Tor Vergata University of Rome,Roma,Italy,"141,010 BDT / year",2 years,4.2,246,2%,https://www.mastersportal.com/studies/155397/ict-and-internet-engineering.html?ref=search_card
Data Science,Heriot-Watt University,Scotland,United Kingdom,"4,080,946 BDT / year",1 year,4.2,81,3%,https://www.mastersportal.com/studies/275492/data-science.html?ref=search_card
Data Science,Aberystwyth University,Wales,United Kingdom,"3,589,247 BDT / year",1 year,4.2,39,5%,https://www.mastersportal.com/studies/279636/data-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Software Engineering (Full-time),The University of Wales Trinity Saint David,Wales,United Kingdom,"2,690,734 BDT / year",1 year,4.1,29,,https://www.mastersportal.com/studies/262266/software-engineering.html?ref=search_card
Software Engineering,Technical University of Munich,München,Germany,Free,2 years,4,218,0.5%,https://www.mastersportal.com/studies/259868/software-engineering.html?ref=search_card
Accounting (Data and Analytics),Singapore Management University,Singapore,Singapore,"3,617,695 BDT / year",1½ year,4.1,26,5%,https://www.mastersportal.com/studies/249688/accounting.html?ref=search_card
Computer Science (Software Engineering),Staffordshire University,England,United Kingdom,"2,682,726 BDT / year","1 year, 1 month",4.2,34,,https://www.mastersportal.com/studies/264002/computer-science.html?ref=search_card
Communication Data Science,University of Southern California,California,United States,"10,442,808 BDT / year",1 year,4.1,62,0.5%,https://www.mastersportal.com/studies/259369/communication-data-science.html?ref=search_card
"Cyber Security, Threat Intelligence and Forensics",University of Salford,England,United Kingdom,"3,059,108 BDT / year",1 year,4.3,145,5%,https://www.mastersportal.com/studies/261428/cyber-security-threat-intelligence-and-forensics.html?ref=search_card
Cybersecurity,University of Delaware,Delaware,United States,"4,099,733 BDT / year",1 year,4,36,2%,https://www.mastersportal.com/studies/252276/cybersecurity.html?ref=search_card
Computer Science and Systems,University of Washington,Washington,United States,"3,887,399 BDT / year",2 years,4.2,59,0.5%,https://www.mastersportal.com/studies/245893/computer-science-and-systems.html?ref=search_card
"Information Systems, IS Management Concentration",California State University Fullerton,California,United States,"931,624 BDT / year",1 year,4.4,8,8%,https://www.mastersportal.com/studies/256415/information-systems-is-management-concentration.html?ref=search_card
Electrical and Computer Engineering,University of Delaware,Delaware,United States,"4,099,733 BDT / year",1 year,4,36,2%,https://www.mastersportal.com/studies/252295/electrical-and-computer-engineering.html?ref=search_card
Information Engineering,The Chinese University of Hong Kong,Hong Kong,Hong Kong (SAR),"3,814,301 BDT / year",1 year,3.9,13,0.5%,https://www.mastersportal.com/studies/226962/information-engineering.html?ref=search_card
ICT Innovation (EIT Digital Master School) - Data Science,Aalto University,Helsinki,Finland,"2,115,143 BDT / year",2 years,3.8,242,2%,https://www.mastersportal.com/studies/226846/ict-innovation-data-science.html?ref=search_card
Applied Computer Science,Southeast Missouri State University,Missouri,United States,"1,522,216 BDT / year",1 year,4,11,,https://www.mastersportal.com/studies/249540/applied-computer-science.html?ref=search_card
Cyber Security,Anglia Ruskin University,England,United Kingdom,"2,979,027 BDT / year",1 year,4,125,5%,https://www.mastersportal.com/studies/247423/cyber-security.html?ref=search_card
Software Engineering and Applications,University of Bedfordshire,England,United Kingdom,"2,706,750 BDT / year",1 year,4.2,92,,https://www.mastersportal.com/studies/243526/software-engineering-and-applications.html?ref=search_card
Information Systems Technologies - Management and Management Information Systems,Wilmington University,Delaware,United States,"2,671,439 BDT / year",1 year,5,4,,https://www.mastersportal.com/studies/246982/information-systems-technologies-management-and-management-information-systems.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science (Conversion),University College Dublin,Dublin,Ireland,"4,103,377 BDT / year","1 year, 4 months",4.3,184,1%,https://www.mastersportal.com/studies/261673/computer-science.html?ref=search_card
Health Informatics,University of Missouri - Columbia,Missouri,United States,"3,174,477 BDT / year",1 year,4.4,11,2%,https://www.mastersportal.com/studies/262929/health-informatics.html?ref=search_card
Managing Innovation and Information Technology,University of Salford,England,United Kingdom,"2,652,295 BDT / year",1 year,4.3,145,5%,https://www.mastersportal.com/studies/250527/managing-innovation-and-information-technology.html?ref=search_card
Software Development,Boston University,Massachusetts,United States,"8,163,954 BDT / year",8 months,4.1,89,0.5%,https://www.mastersportal.com/studies/261312/software-development.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Data Science,London School of Economics and Political Science,England,United Kingdom,"6,086,183 BDT / year",1 year,4.4,88,0.5%,https://www.mastersportal.com/studies/260326/data-science.html?ref=search_card
Cybersecurity,University of Denver,Colorado,United States,"3,158,313 BDT / year",1½ year,4.7,7,5%,https://www.mastersportal.com/studies/254572/cybersecurity.html?ref=search_card
Artificial Intelligence with Robotics with Placement Year,University of Hertfordshire,England,United Kingdom,"3,171,222 BDT / year",2 years,4.3,120,4%,https://www.mastersportal.com/studies/263154/artificial-intelligence-with-robotics-with-placement-year.html?ref=search_card
Health Technology Assessment,Mahidol University,Bangkok,Thailand,"756,000 BDT / year",1 year,4.1,33,3%,https://www.mastersportal.com/studies/257845/health-technology-assessment.html?ref=search_card
"Wireless Communications and RF Systems, Computing Sciences and Electrical Engineering",Tampere University,Tampere,Finland,"1,692,114 BDT / year",2 years,4.2,45,2%,https://www.mastersportal.com/studies/259278/wireless-communications-and-rf-systems-computing-sciences-and-electrical-engineering.html?ref=search_card
Information Technology,Montclair State University,New Jersey,United States,"1,662,302 BDT / year",2 years,4.1,9,8%,https://www.mastersportal.com/studies/268677/information-technology.html?ref=search_card
Computer Networking,University of Bedfordshire,England,United Kingdom,"2,706,750 BDT / year",1 year,4.2,92,,https://www.mastersportal.com/studies/243136/computer-networking.html?ref=search_card
Data Science and Analytics with a Year in Industry,Royal Holloway University of London,England,United Kingdom,"4,981,061 BDT / year",2 years,4.4,66,3%,https://www.mastersportal.com/studies/237736/data-science-and-analytics-with-a-year-in-industry.html?ref=search_card
Software Engineering and Management,Graz University of Technology (TU Graz),Graz,Austria,"205,028 BDT / year",2 years,4.2,29,3%,https://www.mastersportal.com/studies/228679/software-engineering-and-management.html?ref=search_card
Information Technology,Washington University of Science and Technology,Virginia,United States,"3,107,862 BDT / year",1 year,4,1,,https://www.mastersportal.com/studies/237774/information-technology.html?ref=search_card
Computer Science,IT University of Copenhagen,Copenhagen,Denmark,"1,887,728 BDT / year",2 years,3.4,8,,https://www.mastersportal.com/studies/230819/computer-science.html?ref=search_card
Computer Science,Iona University,New York,United States,"5,414,880 BDT / year",1 year,4.3,19,,https://www.mastersportal.com/studies/185891/computer-science.html?ref=search_card
Machine Learning with a Year in Industry,Royal Holloway University of London,England,United Kingdom,"4,180,247 BDT / year",2 years,4.4,66,3%,https://www.mastersportal.com/studies/237752/machine-learning-with-a-year-in-industry.html?ref=search_card
Computing and Information Technology,University of St Andrews,Scotland,United Kingdom,"4,803,280 BDT / year",1 year,4.4,21,2%,https://www.mastersportal.com/studies/231464/computing-and-information-technology.html?ref=search_card
Data Science,The University of Edinburgh,Scotland,United Kingdom,"7,272,989 BDT / year",1 year,4.1,150,0.5%,https://www.mastersportal.com/studies/235780/data-science.html?ref=search_card
Business Analytics,Emory University,Georgia,United States,"8,440,086 BDT / full",10 months,4.3,39,0.5%,https://www.mastersportal.com/studies/234827/business-analytics.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Engineering,Washington State University,Washington,United States,"1,851,615 BDT / year",1 year,4.4,34,2%,https://www.mastersportal.com/studies/220168/computer-engineering.html?ref=search_card
Computer Game Development,Wrexham University,Wales,United Kingdom,"2,002,034 BDT / year",1½ year,4.2,28,,https://www.mastersportal.com/studies/216564/computer-game-development.html?ref=search_card
Information Systems,Birla Institute of Technology and Science,Dubai,United Arab Emirates,"191,555 BDT / year",2½ years,4.3,47,4%,https://www.mastersportal.com/studies/230081/information-systems.html?ref=search_card
Computer Engineering,Atlantis University,Arizona,United States,"1,977,129 BDT / year","1 year, 3 months",3.8,9,,https://www.mastersportal.com/studies/226302/computer-engineering.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Data Science,University of Mannheim,Mannheim,Germany,"423,029 BDT / year",2 years,4.2,18,3%,https://www.mastersportal.com/studies/217925/data-science.html?ref=search_card
Scientific Computing,University of Pennsylvania,Pennsylvania,United States,"1,001,055 BDT / module",2 years,4.2,24,0.1%,https://www.mastersportal.com/studies/209275/scientific-computing.html?ref=search_card
Cybersecurity,Saint Leo University,Florida,United States,"2,883,773 BDT / year",1 year,4.4,20,,https://www.mastersportal.com/studies/221582/cybersecurity.html?ref=search_card
Information Systems,The City University of New York,New York,United States,"3,693,066 BDT / year",1 year,4.2,39,8%,https://www.mastersportal.com/studies/231069/information-systems.html?ref=search_card
Pure and Applied Logics,University of Barcelona,Barcelona,Spain,"520,325 BDT / year",2 years,4,134,1%,https://www.mastersportal.com/studies/234946/pure-and-applied-logics.html?ref=search_card
Information Systems,La Roche University,Pennsylvania,United States,"3,188,681 BDT / year",1 year,3.5,10,,https://www.mastersportal.com/studies/238485/information-systems.html?ref=search_card
Intelligent Systems Engineering,Indiana University Bloomington,Indiana,United States,"2,828,669 BDT / year",2 years,4,195,1%,https://www.mastersportal.com/studies/234399/intelligent-systems-engineering.html?ref=search_card
Information Sciences,University of Tennessee Knoxville,Tennessee,United States,"3,943,972 BDT / year",1 year,4.5,11,2%,https://www.mastersportal.com/studies/229314/information-sciences.html?ref=search_card
Human Genetics and Genomic Data Analytics,Keck Graduate Institute,California,United States,"5,706,319 BDT / year","1 year, 9 months",5,1,,https://www.mastersportal.com/studies/237887/human-genetics-and-genomic-data-analytics.html?ref=search_card
Computational Science and Technology,Seoul National University,Seoul,South Korea,"547,558 BDT / year",2 years,3.7,72,0.5%,https://www.mastersportal.com/studies/229450/computational-science-and-technology.html?ref=search_card
